sub,roi,comparison,fold,acc
10,Opposite,"('face', 'vehicle')",3,0.0
10,Opposite,"('face', 'vehicle')",4,0.0
11,Opposite,"('face', 'vehicle')",0,1.0
11,Opposite,"('face', 'vehicle')",1,1.0
11,Opposite,"('face', 'vehicle')",2,1.0
11,Opposite,"('face', 'vehicle')",3,1.0
11,Opposite,"('face', 'vehicle')",4,1.0
12,Opposite,"('face', 'vehicle')",0,1.0
12,Opposite,"('face', 'vehicle')",1,0.0
12,Opposite,"('face', 'vehicle')",2,0.0
12,Opposite,"('face', 'vehicle')",3,0.0
12,Opposite,"('face', 'vehicle')",4,0.0
13,Opposite,"('face', 'vehicle')",0,1.0
13,Opposite,"('face', 'vehicle')",1,0.0
13,Opposite,"('face', 'vehicle')",2,0.0
13,Opposite,"('face', 'vehicle')",3,0.0
13,Opposite,"('face', 'vehicle')",4,1.0
14,Opposite,"('face', 'vehicle')",0,1.0
14,Opposite,"('face', 'vehicle')",1,1.0
14,Opposite,"('face', 'vehicle')",2,0.0
14,Opposite,"('face', 'vehicle')",3,1.0
14,Opposite,"('face', 'vehicle')",4,1.0
15,Opposite,"('face', 'vehicle')",0,1.0
15,Opposite,"('face', 'vehicle')",1,1.0
15,Opposite,"('face', 'vehicle')",2,1.0
15,Opposite,"('face', 'vehicle')",3,1.0
15,Opposite,"('face', 'vehicle')",4,1.0
16,Opposite,"('face', 'vehicle')",0,0.0
16,Opposite,"('face', 'vehicle')",1,0.0
16,Opposite,"('face', 'vehicle')",2,1.0
16,Opposite,"('face', 'vehicle')",3,1.0
16,Opposite,"('face', 'vehicle')",4,1.0
17,Opposite,"('face', 'vehicle')",0,1.0
17,Opposite,"('face', 'vehicle')",1,0.0
17,Opposite,"('face', 'vehicle')",2,1.0
17,Opposite,"('face', 'vehicle')",3,1.0
17,Opposite,"('face', 'vehicle')",4,1.0
18,Opposite,"('face', 'vehicle')",0,1.0
18,Opposite,"('face', 'vehicle')",1,1.0
18,Opposite,"('face', 'vehicle')",2,0.0
18,Opposite,"('face', 'vehicle')",3,0.0
18,Opposite,"('face', 'vehicle')",4,1.0
19,Opposite,"('face', 'vehicle')",0,0.0
19,Opposite,"('face', 'vehicle')",1,0.0
19,Opposite,"('face', 'vehicle')",2,0.0
19,Opposite,"('face', 'vehicle')",3,0.0
19,Opposite,"('face', 'vehicle')",4,0.0
20,Opposite,"('face', 'vehicle')",0,0.0
20,Opposite,"('face', 'vehicle')",1,1.0
20,Opposite,"('face', 'vehicle')",2,1.0
20,Opposite,"('face', 'vehicle')",3,1.0
20,Opposite,"('face', 'vehicle')",4,0.0
21,Opposite,"('face', 'vehicle')",0,1.0
21,Opposite,"('face', 'vehicle')",1,1.0
21,Opposite,"('face', 'vehicle')",2,0.0
21,Opposite,"('face', 'vehicle')",3,0.0
21,Opposite,"('face', 'vehicle')",4,0.0
22,Opposite,"('face', 'vehicle')",0,0.0
22,Opposite,"('face', 'vehicle')",1,1.0
22,Opposite,"('face', 'vehicle')",2,1.0
22,Opposite,"('face', 'vehicle')",3,1.0
22,Opposite,"('face', 'vehicle')",4,1.0
23,Opposite,"('face', 'vehicle')",0,0.0
23,Opposite,"('face', 'vehicle')",1,0.0
23,Opposite,"('face', 'vehicle')",2,1.0
23,Opposite,"('face', 'vehicle')",3,1.0
23,Opposite,"('face', 'vehicle')",4,1.0
24,Opposite,"('face', 'vehicle')",0,1.0
24,Opposite,"('face', 'vehicle')",1,0.0
24,Opposite,"('face', 'vehicle')",2,0.0
24,Opposite,"('face', 'vehicle')",3,0.0
24,Opposite,"('face', 'vehicle')",4,0.0
25,Opposite,"('face', 'vehicle')",0,0.0
25,Opposite,"('face', 'vehicle')",1,0.0
25,Opposite,"('face', 'vehicle')",2,1.0
25,Opposite,"('face', 'vehicle')",3,0.0
25,Opposite,"('face', 'vehicle')",4,0.0
2,FFA,"('face', 'vehicle')",0,1.0
2,FFA,"('face', 'vehicle')",1,1.0
2,FFA,"('face', 'vehicle')",2,1.0
2,FFA,"('face', 'vehicle')",3,1.0
2,FFA,"('face', 'vehicle')",4,1.0
3,FFA,"('face', 'vehicle')",0,0.0
3,FFA,"('face', 'vehicle')",1,1.0
3,FFA,"('face', 'vehicle')",2,1.0
3,FFA,"('face', 'vehicle')",3,1.0
3,FFA,"('face', 'vehicle')",4,1.0
4,FFA,"('face', 'vehicle')",0,1.0
4,FFA,"('face', 'vehicle')",1,1.0
4,FFA,"('face', 'vehicle')",2,1.0
4,FFA,"('face', 'vehicle')",3,1.0
4,FFA,"('face', 'vehicle')",4,1.0
5,FFA,"('face', 'vehicle')",0,1.0
5,FFA,"('face', 'vehicle')",1,1.0
5,FFA,"('face', 'vehicle')",2,1.0
5,FFA,"('face', 'vehicle')",3,1.0
5,FFA,"('face', 'vehicle')",4,1.0
6,FFA,"('face', 'vehicle')",0,1.0
6,FFA,"('face', 'vehicle')",1,1.0
6,FFA,"('face', 'vehicle')",2,1.0
6,FFA,"('face', 'vehicle')",3,1.0
6,FFA,"('face', 'vehicle')",4,1.0
7,FFA,"('face', 'vehicle')",0,1.0
7,FFA,"('face', 'vehicle')",1,1.0
7,FFA,"('face', 'vehicle')",2,1.0
7,FFA,"('face', 'vehicle')",3,1.0
7,FFA,"('face', 'vehicle')",4,1.0
8,FFA,"('face', 'vehicle')",0,1.0
8,FFA,"('face', 'vehicle')",1,1.0
8,FFA,"('face', 'vehicle')",2,1.0
8,FFA,"('face', 'vehicle')",3,1.0
8,FFA,"('face', 'vehicle')",4,1.0
9,FFA,"('face', 'vehicle')",0,1.0
9,FFA,"('face', 'vehicle')",1,1.0
9,FFA,"('face', 'vehicle')",2,1.0
9,FFA,"('face', 'vehicle')",3,1.0
9,FFA,"('face', 'vehicle')",4,1.0
10,FFA,"('face', 'vehicle')",0,1.0
10,FFA,"('face', 'vehicle')",1,1.0
10,FFA,"('face', 'vehicle')",2,1.0
10,FFA,"('face', 'vehicle')",3,1.0
10,FFA,"('face', 'vehicle')",4,1.0
11,FFA,"('face', 'vehicle')",0,1.0
11,FFA,"('face', 'vehicle')",1,1.0
11,FFA,"('face', 'vehicle')",2,1.0
11,FFA,"('face', 'vehicle')",3,1.0
11,FFA,"('face', 'vehicle')",4,1.0
12,FFA,"('face', 'vehicle')",0,1.0
12,FFA,"('face', 'vehicle')",1,1.0
12,FFA,"('face', 'vehicle')",2,1.0
12,FFA,"('face', 'vehicle')",3,1.0
12,FFA,"('face', 'vehicle')",4,1.0
13,FFA,"('face', 'vehicle')",0,1.0
13,FFA,"('face', 'vehicle')",1,1.0
13,FFA,"('face', 'vehicle')",2,1.0
13,FFA,"('face', 'vehicle')",3,1.0
13,FFA,"('face', 'vehicle')",4,1.0
14,FFA,"('face', 'vehicle')",0,1.0
14,FFA,"('face', 'vehicle')",1,1.0
14,FFA,"('face', 'vehicle')",2,1.0
14,FFA,"('face', 'vehicle')",3,1.0
14,FFA,"('face', 'vehicle')",4,1.0
15,FFA,"('face', 'vehicle')",0,1.0
15,FFA,"('face', 'vehicle')",1,1.0
15,FFA,"('face', 'vehicle')",2,1.0
15,FFA,"('face', 'vehicle')",3,1.0
15,FFA,"('face', 'vehicle')",4,1.0
16,FFA,"('face', 'vehicle')",0,1.0
16,FFA,"('face', 'vehicle')",1,1.0
16,FFA,"('face', 'vehicle')",2,1.0
16,FFA,"('face', 'vehicle')",3,1.0
16,FFA,"('face', 'vehicle')",4,1.0
17,FFA,"('face', 'vehicle')",0,1.0
17,FFA,"('face', 'vehicle')",1,0.0
17,FFA,"('face', 'vehicle')",2,1.0
17,FFA,"('face', 'vehicle')",3,1.0
17,FFA,"('face', 'vehicle')",4,1.0
18,FFA,"('face', 'vehicle')",0,1.0
18,FFA,"('face', 'vehicle')",1,1.0
18,FFA,"('face', 'vehicle')",2,1.0
18,FFA,"('face', 'vehicle')",3,1.0
18,FFA,"('face', 'vehicle')",4,1.0
19,FFA,"('face', 'vehicle')",0,0.0
19,FFA,"('face', 'vehicle')",1,1.0
19,FFA,"('face', 'vehicle')",2,1.0
19,FFA,"('face', 'vehicle')",3,1.0
19,FFA,"('face', 'vehicle')",4,1.0
20,FFA,"('face', 'vehicle')",0,1.0
20,FFA,"('face', 'vehicle')",1,1.0
20,FFA,"('face', 'vehicle')",2,1.0
20,FFA,"('face', 'vehicle')",3,1.0
20,FFA,"('face', 'vehicle')",4,1.0
21,FFA,"('face', 'vehicle')",0,1.0
21,FFA,"('face', 'vehicle')",1,1.0
21,FFA,"('face', 'vehicle')",2,1.0
21,FFA,"('face', 'vehicle')",3,1.0
21,FFA,"('face', 'vehicle')",4,1.0
22,FFA,"('face', 'vehicle')",0,1.0
22,FFA,"('face', 'vehicle')",1,1.0
22,FFA,"('face', 'vehicle')",2,1.0
22,FFA,"('face', 'vehicle')",3,1.0
22,FFA,"('face', 'vehicle')",4,1.0
23,FFA,"('face', 'vehicle')",0,1.0
23,FFA,"('face', 'vehicle')",1,1.0
23,FFA,"('face', 'vehicle')",2,1.0
23,FFA,"('face', 'vehicle')",3,1.0
23,FFA,"('face', 'vehicle')",4,1.0
24,FFA,"('face', 'vehicle')",0,1.0
24,FFA,"('face', 'vehicle')",1,1.0
24,FFA,"('face', 'vehicle')",2,1.0
24,FFA,"('face', 'vehicle')",3,1.0
24,FFA,"('face', 'vehicle')",4,1.0
25,FFA,"('face', 'vehicle')",0,1.0
25,FFA,"('face', 'vehicle')",1,1.0
25,FFA,"('face', 'vehicle')",2,1.0
25,FFA,"('face', 'vehicle')",3,1.0
25,FFA,"('face', 'vehicle')",4,1.0
2,LOC,"('face', 'vehicle')",0,1.0
2,LOC,"('face', 'vehicle')",1,0.0
2,LOC,"('face', 'vehicle')",2,0.0
2,LOC,"('face', 'vehicle')",3,1.0
2,LOC,"('face', 'vehicle')",4,1.0
3,LOC,"('face', 'vehicle')",0,0.0
3,LOC,"('face', 'vehicle')",1,0.0
3,LOC,"('face', 'vehicle')",2,1.0
3,LOC,"('face', 'vehicle')",3,0.0
3,LOC,"('face', 'vehicle')",4,0.0
4,LOC,"('face', 'vehicle')",0,0.0
4,LOC,"('face', 'vehicle')",1,0.0
4,LOC,"('face', 'vehicle')",2,0.0
4,LOC,"('face', 'vehicle')",3,0.0
4,LOC,"('face', 'vehicle')",4,1.0
5,LOC,"('face', 'vehicle')",0,1.0
5,LOC,"('face', 'vehicle')",1,1.0
5,LOC,"('face', 'vehicle')",2,1.0
5,LOC,"('face', 'vehicle')",3,1.0
5,LOC,"('face', 'vehicle')",4,1.0
6,LOC,"('face', 'vehicle')",0,0.0
6,LOC,"('face', 'vehicle')",1,1.0
6,LOC,"('face', 'vehicle')",2,1.0
6,LOC,"('face', 'vehicle')",3,1.0
6,LOC,"('face', 'vehicle')",4,0.0
7,LOC,"('face', 'vehicle')",0,1.0
7,LOC,"('face', 'vehicle')",1,1.0
7,LOC,"('face', 'vehicle')",2,0.0
7,LOC,"('face', 'vehicle')",3,0.0
7,LOC,"('face', 'vehicle')",4,1.0
8,LOC,"('face', 'vehicle')",0,1.0
8,LOC,"('face', 'vehicle')",1,1.0
8,LOC,"('face', 'vehicle')",2,1.0
8,LOC,"('face', 'vehicle')",3,0.0
8,LOC,"('face', 'vehicle')",4,0.0
9,LOC,"('face', 'vehicle')",0,1.0
9,LOC,"('face', 'vehicle')",1,0.0
9,LOC,"('face', 'vehicle')",2,1.0
9,LOC,"('face', 'vehicle')",3,0.0
9,LOC,"('face', 'vehicle')",4,1.0
10,LOC,"('face', 'vehicle')",0,0.0
10,LOC,"('face', 'vehicle')",1,1.0
10,LOC,"('face', 'vehicle')",2,0.0
10,LOC,"('face', 'vehicle')",3,0.0
10,LOC,"('face', 'vehicle')",4,0.0
11,LOC,"('face', 'vehicle')",0,1.0
11,LOC,"('face', 'vehicle')",1,1.0
11,LOC,"('face', 'vehicle')",2,1.0
11,LOC,"('face', 'vehicle')",3,1.0
11,LOC,"('face', 'vehicle')",4,1.0
12,LOC,"('face', 'vehicle')",0,0.0
12,LOC,"('face', 'vehicle')",1,1.0
12,LOC,"('face', 'vehicle')",2,0.0
12,LOC,"('face', 'vehicle')",3,0.0
12,LOC,"('face', 'vehicle')",4,1.0
13,LOC,"('face', 'vehicle')",0,0.0
13,LOC,"('face', 'vehicle')",1,0.0
13,LOC,"('face', 'vehicle')",2,1.0
13,LOC,"('face', 'vehicle')",3,1.0
13,LOC,"('face', 'vehicle')",4,1.0
14,LOC,"('face', 'vehicle')",0,0.0
14,LOC,"('face', 'vehicle')",1,1.0
14,LOC,"('face', 'vehicle')",2,1.0
14,LOC,"('face', 'vehicle')",3,1.0
14,LOC,"('face', 'vehicle')",4,1.0
15,LOC,"('face', 'vehicle')",0,1.0
15,LOC,"('face', 'vehicle')",1,1.0
15,LOC,"('face', 'vehicle')",2,1.0
15,LOC,"('face', 'vehicle')",3,1.0
15,LOC,"('face', 'vehicle')",4,0.0
16,LOC,"('face', 'vehicle')",0,1.0
16,LOC,"('face', 'vehicle')",1,1.0
16,LOC,"('face', 'vehicle')",2,1.0
16,LOC,"('face', 'vehicle')",3,1.0
16,LOC,"('face', 'vehicle')",4,1.0
17,LOC,"('face', 'vehicle')",0,1.0
17,LOC,"('face', 'vehicle')",1,0.0
17,LOC,"('face', 'vehicle')",2,1.0
17,LOC,"('face', 'vehicle')",3,0.0
17,LOC,"('face', 'vehicle')",4,0.0
18,LOC,"('face', 'vehicle')",0,1.0
18,LOC,"('face', 'vehicle')",1,1.0
18,LOC,"('face', 'vehicle')",2,0.0
18,LOC,"('face', 'vehicle')",3,0.0
18,LOC,"('face', 'vehicle')",4,1.0
19,LOC,"('face', 'vehicle')",0,0.0
19,LOC,"('face', 'vehicle')",1,1.0
19,LOC,"('face', 'vehicle')",2,1.0
19,LOC,"('face', 'vehicle')",3,0.5
19,LOC,"('face', 'vehicle')",4,0.0
20,LOC,"('face', 'vehicle')",0,0.0
20,LOC,"('face', 'vehicle')",1,1.0
20,LOC,"('face', 'vehicle')",2,1.0
20,LOC,"('face', 'vehicle')",3,1.0
20,LOC,"('face', 'vehicle')",4,1.0
21,LOC,"('face', 'vehicle')",0,1.0
21,LOC,"('face', 'vehicle')",1,1.0
21,LOC,"('face', 'vehicle')",2,1.0
21,LOC,"('face', 'vehicle')",3,1.0
21,LOC,"('face', 'vehicle')",4,1.0
22,LOC,"('face', 'vehicle')",0,1.0
22,LOC,"('face', 'vehicle')",1,1.0
22,LOC,"('face', 'vehicle')",2,1.0
22,LOC,"('face', 'vehicle')",3,1.0
22,LOC,"('face', 'vehicle')",4,1.0
23,LOC,"('face', 'vehicle')",0,1.0
23,LOC,"('face', 'vehicle')",1,1.0
23,LOC,"('face', 'vehicle')",2,1.0
23,LOC,"('face', 'vehicle')",3,1.0
23,LOC,"('face', 'vehicle')",4,1.0
24,LOC,"('face', 'vehicle')",0,1.0
24,LOC,"('face', 'vehicle')",1,1.0
24,LOC,"('face', 'vehicle')",2,0.0
24,LOC,"('face', 'vehicle')",3,1.0
24,LOC,"('face', 'vehicle')",4,0.0
25,LOC,"('face', 'vehicle')",0,1.0
25,LOC,"('face', 'vehicle')",1,1.0
25,LOC,"('face', 'vehicle')",2,1.0
25,LOC,"('face', 'vehicle')",3,1.0
25,LOC,"('face', 'vehicle')",4,1.0
2,Foveal 0.5°,"('female', 'male')",0,0.0
2,Foveal 0.5°,"('female', 'male')",1,0.0
2,Foveal 0.5°,"('female', 'male')",2,0.0
2,Foveal 0.5°,"('female', 'male')",3,0.0
2,Foveal 0.5°,"('female', 'male')",4,0.0
3,Foveal 0.5°,"('female', 'male')",0,1.0
3,Foveal 0.5°,"('female', 'male')",1,1.0
3,Foveal 0.5°,"('female', 'male')",2,1.0
3,Foveal 0.5°,"('female', 'male')",3,1.0
3,Foveal 0.5°,"('female', 'male')",4,1.0
4,Foveal 0.5°,"('female', 'male')",0,1.0
4,Foveal 0.5°,"('female', 'male')",1,1.0
4,Foveal 0.5°,"('female', 'male')",2,0.0
4,Foveal 0.5°,"('female', 'male')",3,0.0
4,Foveal 0.5°,"('female', 'male')",4,1.0
5,Foveal 0.5°,"('female', 'male')",0,1.0
5,Foveal 0.5°,"('female', 'male')",1,1.0
5,Foveal 0.5°,"('female', 'male')",2,0.0
5,Foveal 0.5°,"('female', 'male')",3,0.0
5,Foveal 0.5°,"('female', 'male')",4,1.0
6,Foveal 0.5°,"('female', 'male')",0,0.0
6,Foveal 0.5°,"('female', 'male')",1,0.0
6,Foveal 0.5°,"('female', 'male')",2,1.0
6,Foveal 0.5°,"('female', 'male')",3,1.0
6,Foveal 0.5°,"('female', 'male')",4,1.0
7,Foveal 0.5°,"('female', 'male')",0,0.0
7,Foveal 0.5°,"('female', 'male')",1,0.0
7,Foveal 0.5°,"('female', 'male')",2,1.0
7,Foveal 0.5°,"('female', 'male')",3,1.0
7,Foveal 0.5°,"('female', 'male')",4,1.0
8,Foveal 0.5°,"('female', 'male')",0,0.0
8,Foveal 0.5°,"('female', 'male')",1,0.0
8,Foveal 0.5°,"('female', 'male')",2,0.0
8,Foveal 0.5°,"('female', 'male')",3,1.0
8,Foveal 0.5°,"('female', 'male')",4,1.0
9,Foveal 0.5°,"('female', 'male')",0,0.0
9,Foveal 0.5°,"('female', 'male')",1,0.0
9,Foveal 0.5°,"('female', 'male')",2,0.0
9,Foveal 0.5°,"('female', 'male')",3,1.0
9,Foveal 0.5°,"('female', 'male')",4,0.0
10,Foveal 0.5°,"('female', 'male')",0,0.0
10,Foveal 0.5°,"('female', 'male')",1,0.0
10,Foveal 0.5°,"('female', 'male')",2,1.0
10,Foveal 0.5°,"('female', 'male')",3,0.0
10,Foveal 0.5°,"('female', 'male')",4,1.0
11,Foveal 0.5°,"('female', 'male')",0,0.0
11,Foveal 0.5°,"('female', 'male')",1,0.0
11,Foveal 0.5°,"('female', 'male')",2,0.0
11,Foveal 0.5°,"('female', 'male')",3,0.0
11,Foveal 0.5°,"('female', 'male')",4,0.0
12,Foveal 0.5°,"('female', 'male')",0,1.0
12,Foveal 0.5°,"('female', 'male')",1,0.0
12,Foveal 0.5°,"('female', 'male')",2,0.0
12,Foveal 0.5°,"('female', 'male')",3,1.0
12,Foveal 0.5°,"('female', 'male')",4,0.0
13,Foveal 0.5°,"('female', 'male')",0,1.0
13,Foveal 0.5°,"('female', 'male')",1,1.0
13,Foveal 0.5°,"('female', 'male')",2,1.0
13,Foveal 0.5°,"('female', 'male')",3,1.0
13,Foveal 0.5°,"('female', 'male')",4,1.0
14,Foveal 0.5°,"('female', 'male')",0,1.0
14,Foveal 0.5°,"('female', 'male')",1,1.0
14,Foveal 0.5°,"('female', 'male')",2,0.0
14,Foveal 0.5°,"('female', 'male')",3,0.0
14,Foveal 0.5°,"('female', 'male')",4,0.0
15,Foveal 0.5°,"('female', 'male')",0,0.0
15,Foveal 0.5°,"('female', 'male')",1,0.0
15,Foveal 0.5°,"('female', 'male')",2,0.0
15,Foveal 0.5°,"('female', 'male')",3,0.0
15,Foveal 0.5°,"('female', 'male')",4,1.0
16,Foveal 0.5°,"('female', 'male')",0,1.0
16,Foveal 0.5°,"('female', 'male')",1,0.0
16,Foveal 0.5°,"('female', 'male')",2,0.0
16,Foveal 0.5°,"('female', 'male')",3,1.0
16,Foveal 0.5°,"('female', 'male')",4,0.0
17,Foveal 0.5°,"('female', 'male')",0,1.0
17,Foveal 0.5°,"('female', 'male')",1,1.0
17,Foveal 0.5°,"('female', 'male')",2,0.0
17,Foveal 0.5°,"('female', 'male')",3,1.0
17,Foveal 0.5°,"('female', 'male')",4,1.0
18,Foveal 0.5°,"('female', 'male')",0,1.0
18,Foveal 0.5°,"('female', 'male')",1,1.0
18,Foveal 0.5°,"('female', 'male')",2,1.0
18,Foveal 0.5°,"('female', 'male')",3,0.0
18,Foveal 0.5°,"('female', 'male')",4,1.0
19,Foveal 0.5°,"('female', 'male')",0,0.0
19,Foveal 0.5°,"('female', 'male')",1,1.0
19,Foveal 0.5°,"('female', 'male')",2,0.0
19,Foveal 0.5°,"('female', 'male')",3,1.0
19,Foveal 0.5°,"('female', 'male')",4,0.0
20,Foveal 0.5°,"('female', 'male')",0,1.0
20,Foveal 0.5°,"('female', 'male')",1,0.0
20,Foveal 0.5°,"('female', 'male')",2,1.0
20,Foveal 0.5°,"('female', 'male')",3,0.0
20,Foveal 0.5°,"('female', 'male')",4,1.0
21,Foveal 0.5°,"('female', 'male')",0,1.0
21,Foveal 0.5°,"('female', 'male')",1,0.0
21,Foveal 0.5°,"('female', 'male')",2,1.0
21,Foveal 0.5°,"('female', 'male')",3,1.0
21,Foveal 0.5°,"('female', 'male')",4,0.0
22,Foveal 0.5°,"('female', 'male')",0,1.0
22,Foveal 0.5°,"('female', 'male')",1,1.0
22,Foveal 0.5°,"('female', 'male')",2,1.0
22,Foveal 0.5°,"('female', 'male')",3,1.0
22,Foveal 0.5°,"('female', 'male')",4,1.0
23,Foveal 0.5°,"('female', 'male')",0,0.0
23,Foveal 0.5°,"('female', 'male')",1,0.0
23,Foveal 0.5°,"('female', 'male')",2,1.0
23,Foveal 0.5°,"('female', 'male')",3,0.0
23,Foveal 0.5°,"('female', 'male')",4,1.0
24,Foveal 0.5°,"('female', 'male')",0,0.0
24,Foveal 0.5°,"('female', 'male')",1,0.0
24,Foveal 0.5°,"('female', 'male')",2,0.0
24,Foveal 0.5°,"('female', 'male')",3,1.0
24,Foveal 0.5°,"('female', 'male')",4,0.0
25,Foveal 0.5°,"('female', 'male')",0,1.0
25,Foveal 0.5°,"('female', 'male')",1,0.0
25,Foveal 0.5°,"('female', 'male')",2,0.0
25,Foveal 0.5°,"('female', 'male')",3,0.0
25,Foveal 0.5°,"('female', 'male')",4,0.0
2,Foveal 1°,"('female', 'male')",0,0.0
2,Foveal 1°,"('female', 'male')",1,0.0
2,Foveal 1°,"('female', 'male')",2,0.0
2,Foveal 1°,"('female', 'male')",3,0.0
2,Foveal 1°,"('female', 'male')",4,0.0
3,Foveal 1°,"('female', 'male')",0,1.0
3,Foveal 1°,"('female', 'male')",1,1.0
3,Foveal 1°,"('female', 'male')",2,1.0
3,Foveal 1°,"('female', 'male')",3,1.0
3,Foveal 1°,"('female', 'male')",4,1.0
4,Foveal 1°,"('female', 'male')",0,1.0
4,Foveal 1°,"('female', 'male')",1,1.0
4,Foveal 1°,"('female', 'male')",2,0.0
4,Foveal 1°,"('female', 'male')",3,0.0
4,Foveal 1°,"('female', 'male')",4,1.0
5,Foveal 1°,"('female', 'male')",0,1.0
5,Foveal 1°,"('female', 'male')",1,1.0
5,Foveal 1°,"('female', 'male')",2,0.0
5,Foveal 1°,"('female', 'male')",3,0.0
5,Foveal 1°,"('female', 'male')",4,0.0
6,Foveal 1°,"('female', 'male')",0,0.0
6,Foveal 1°,"('female', 'male')",1,0.0
6,Foveal 1°,"('female', 'male')",2,1.0
6,Foveal 1°,"('female', 'male')",3,1.0
6,Foveal 1°,"('female', 'male')",4,0.0
7,Foveal 1°,"('female', 'male')",0,0.0
7,Foveal 1°,"('female', 'male')",1,0.0
7,Foveal 1°,"('female', 'male')",2,1.0
7,Foveal 1°,"('female', 'male')",3,1.0
7,Foveal 1°,"('female', 'male')",4,1.0
8,Foveal 1°,"('female', 'male')",0,0.0
8,Foveal 1°,"('female', 'male')",1,0.0
8,Foveal 1°,"('female', 'male')",2,0.0
8,Foveal 1°,"('female', 'male')",3,1.0
8,Foveal 1°,"('female', 'male')",4,1.0
9,Foveal 1°,"('female', 'male')",0,0.0
9,Foveal 1°,"('female', 'male')",1,0.0
9,Foveal 1°,"('female', 'male')",2,0.0
9,Foveal 1°,"('female', 'male')",3,0.0
9,Foveal 1°,"('female', 'male')",4,0.0
10,Foveal 1°,"('female', 'male')",0,0.0
10,Foveal 1°,"('female', 'male')",1,0.0
10,Foveal 1°,"('female', 'male')",2,0.0
10,Foveal 1°,"('female', 'male')",3,0.0
10,Foveal 1°,"('female', 'male')",4,0.0
11,Foveal 1°,"('female', 'male')",0,1.0
11,Foveal 1°,"('female', 'male')",1,0.0
11,Foveal 1°,"('female', 'male')",2,1.0
11,Foveal 1°,"('female', 'male')",3,0.0
11,Foveal 1°,"('female', 'male')",4,0.0
12,Foveal 1°,"('female', 'male')",0,0.0
12,Foveal 1°,"('female', 'male')",1,0.0
12,Foveal 1°,"('female', 'male')",2,0.0
12,Foveal 1°,"('female', 'male')",3,1.0
12,Foveal 1°,"('female', 'male')",4,1.0
13,Foveal 1°,"('female', 'male')",0,1.0
13,Foveal 1°,"('female', 'male')",1,0.0
13,Foveal 1°,"('female', 'male')",2,1.0
13,Foveal 1°,"('female', 'male')",3,0.0
13,Foveal 1°,"('female', 'male')",4,0.0
14,Foveal 1°,"('female', 'male')",0,1.0
14,Foveal 1°,"('female', 'male')",1,1.0
14,Foveal 1°,"('female', 'male')",2,0.0
14,Foveal 1°,"('female', 'male')",3,1.0
14,Foveal 1°,"('female', 'male')",4,0.0
15,Foveal 1°,"('female', 'male')",0,1.0
15,Foveal 1°,"('female', 'male')",1,0.0
15,Foveal 1°,"('female', 'male')",2,1.0
15,Foveal 1°,"('female', 'male')",3,0.0
15,Foveal 1°,"('female', 'male')",4,0.0
16,Foveal 1°,"('female', 'male')",0,0.0
16,Foveal 1°,"('female', 'male')",1,0.0
16,Foveal 1°,"('female', 'male')",2,0.0
16,Foveal 1°,"('female', 'male')",3,0.0
16,Foveal 1°,"('female', 'male')",4,1.0
17,Foveal 1°,"('female', 'male')",0,1.0
17,Foveal 1°,"('female', 'male')",1,1.0
17,Foveal 1°,"('female', 'male')",2,0.0
17,Foveal 1°,"('female', 'male')",3,1.0
17,Foveal 1°,"('female', 'male')",4,1.0
18,Foveal 1°,"('female', 'male')",0,1.0
18,Foveal 1°,"('female', 'male')",1,1.0
18,Foveal 1°,"('female', 'male')",2,1.0
18,Foveal 1°,"('female', 'male')",3,1.0
18,Foveal 1°,"('female', 'male')",4,0.0
19,Foveal 1°,"('female', 'male')",0,0.0
19,Foveal 1°,"('female', 'male')",1,1.0
19,Foveal 1°,"('female', 'male')",2,0.0
19,Foveal 1°,"('female', 'male')",3,1.0
19,Foveal 1°,"('female', 'male')",4,0.0
20,Foveal 1°,"('female', 'male')",0,1.0
20,Foveal 1°,"('female', 'male')",1,0.0
20,Foveal 1°,"('female', 'male')",2,1.0
20,Foveal 1°,"('female', 'male')",3,0.0
20,Foveal 1°,"('female', 'male')",4,1.0
21,Foveal 1°,"('female', 'male')",0,1.0
21,Foveal 1°,"('female', 'male')",1,1.0
21,Foveal 1°,"('female', 'male')",2,0.0
21,Foveal 1°,"('female', 'male')",3,0.0
21,Foveal 1°,"('female', 'male')",4,1.0
22,Foveal 1°,"('female', 'male')",0,1.0
22,Foveal 1°,"('female', 'male')",1,1.0
22,Foveal 1°,"('female', 'male')",2,1.0
22,Foveal 1°,"('female', 'male')",3,1.0
22,Foveal 1°,"('female', 'male')",4,1.0
23,Foveal 1°,"('female', 'male')",0,0.0
23,Foveal 1°,"('female', 'male')",1,0.0
23,Foveal 1°,"('female', 'male')",2,1.0
23,Foveal 1°,"('female', 'male')",3,0.0
23,Foveal 1°,"('female', 'male')",4,0.0
24,Foveal 1°,"('female', 'male')",0,0.0
24,Foveal 1°,"('female', 'male')",1,0.0
24,Foveal 1°,"('female', 'male')",2,0.0
24,Foveal 1°,"('female', 'male')",3,1.0
24,Foveal 1°,"('female', 'male')",4,0.0
25,Foveal 1°,"('female', 'male')",0,0.0
25,Foveal 1°,"('female', 'male')",1,1.0
25,Foveal 1°,"('female', 'male')",2,0.0
25,Foveal 1°,"('female', 'male')",3,0.0
25,Foveal 1°,"('female', 'male')",4,0.0
2,Foveal 1.5°,"('female', 'male')",0,0.0
2,Foveal 1.5°,"('female', 'male')",1,0.0
