Estimate,Std. Error,df,t value,lower,upper,Pr(>|t|),predictor
0.0565989123087358,0.0280493274466152,6.97523026603384,2.01783491659319,-0.00977498378855877,0.12297280840603,0.0835405707637673,y_per
0.0154770042725636,0.0201567260282745,7.20949025776799,0.767833240916876,-0.0319067518174438,0.0628607603625709,0.466985712947568,y_opp
0.035676055309054,0.0215863261723392,7.07400692326409,1.65271547479763,-0.0152594412803565,0.0866115518984645,0.141919754426418,y_loc
-0.0237748830597065,0.0251518592455511,6.98088497385453,-0.945253503035241,-0.0832826086339868,0.0357328425145738,0.376088590927661,y_ffa
-0.0207237854606904,0.0280093325683546,7.05323942617978,-0.73988858571034,-0.0868541222455292,0.0454065513241484,0.483262061207833,y_a1
